-90.00000000000001, 2
-85, 1.9963224011159073
-80, 1.9836694246428208
-75, 1.958767935581081
-70, 1.9152111569054753
-65, 1.8215852813420415
-60, 1.6695979421756106
-55, 1.4724106406288464
-50, 1.2402366617328338
-44.99999999999999, 0.9638930171247313
-40, 0.709337280871029
-35, 0.4719763433283226
-30, 0.29180840783578255
-25, 0.1891609711392277
-20, 0.12394924645052452
-15, 0.08636948137646394
-10, 0.07021078447867701
-5, 0.0705974053124061
1.4210854715202004e-14, 0.09386824028409979
5, 0.14253699890240212
10, 0.22063883801270512
15, 0.3300137156980574
20.000000000000014, 0.4622082096596647
25, 0.5990104480916831
30, 0.7498019729577912
35.00000000000003, 0.9030933746368965
40, 1.0746018204420598
45, 1.244028461965697
50, 1.4221837499533134
55, 1.5802209385456847
60.00000000000003, 1.7377762092375524
65, 1.8570075786728961
70, 1.9287213654619437
75, 1.9639484306693076
80, 1.9803966221540692
85.00000000000003, 1.9929482902850177
90.00000000000006, 2
